City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
297,vila franca do campo,37.7167,-25.4333,17.23,76,88,3.53,PT,1676647057
298,butte,39.6499,-121.5677,5.01,60,0,2.06,US,1676647057
299,auki,-8.7676,160.7034,26.27,88,99,1.98,SB,1676646965
300,southbridge,42.0751,-72.0334,14.06,95,100,4.02,US,1676647058
301,maun,-19.9833,23.4167,25.43,74,78,4.13,BW,1676647058
302,comodoro rivadavia,-45.8667,-67.5,13.92,26,0,1.03,AR,1676646879
303,san quintin,30.4833,-115.95,11.25,45,100,0.26,MX,1676647058
304,port said,31.2565,32.2841,15.07,59,0,6.65,EG,1676647059
305,sambava,-14.2667,50.1667,26.74,80,87,2.54,MG,1676647059
306,adrar,20.5022,-10.0711,33.21,9,15,4.86,MR,1676647059
307,ruwi,23.5996,58.5507,26.83,47,0,1.24,OM,1676647060
308,broome,42.2506,-75.833,6.31,84,100,6.17,US,1676647060
309,la rioja,42.25,-2.5,10.88,42,0,3.33,ES,1676647061
310,san jeronimo,-11.9472,-75.2829,12.53,68,100,0.94,PE,1676647061
311,champerico,14.3,-91.9167,28.3,64,0,3.87,GT,1676647061
312,puerto leguizamo,-0.1934,-74.7819,28.97,62,52,2.54,CO,1676647063
313,bayir,37.2687,28.2167,11.29,63,6,1.98,TR,1676647063
314,raudeberg,61.9875,5.1352,3.81,55,100,11.11,NO,1676647064
315,muros,42.7762,-9.0603,23.16,58,6,2.32,ES,1676647065
316,mandal,25.45,74.5667,22.99,20,0,1.32,IN,1676647066
317,veraval,20.9,70.3667,25.33,55,0,3.09,IN,1676647066
318,beringovskiy,63.05,179.3167,-25.19,99,100,8.49,RU,1676647067
319,trapani,37.8333,12.6667,14.38,68,38,2.8,IT,1676646796
320,pizhma,57.8642,47.1171,-5.79,95,100,2.53,RU,1676647069
321,zonguldak,41.25,31.8333,4.0,78,56,1.24,TR,1676646921
322,cap malheureux,-19.9842,57.6142,26.37,68,74,0.45,MU,1676647071
323,maniitsoq,65.4167,-52.9,-9.59,70,100,2.99,GL,1676647071
324,bonavista,48.6499,-53.1147,-0.8,77,96,7.03,CA,1676647072
325,boyolangu,-8.1181,111.8935,24.53,90,97,2.02,ID,1676647072
326,yerbogachen,61.2767,108.0108,-15.17,96,100,2.8,RU,1676647073
327,chuy,-33.6971,-53.4616,18.57,26,67,10.67,UY,1676647074
328,atar,20.5169,-13.0499,32.49,12,0,0.15,MR,1676647074
329,havelock,34.8791,-76.9013,23.32,86,40,8.75,US,1676647074
330,sfantu gheorghe,45.8667,25.7833,4.04,98,51,1.39,RO,1676647074
331,sakassou,7.4546,-5.2926,36.91,10,3,2.67,CI,1676647074
332,beipiao,41.7919,120.7792,-1.57,77,20,0.52,CN,1676646884
333,teodoro sampaio,-22.5325,-52.1675,19.67,95,100,2.88,BR,1676647075
334,georgetown,5.4112,100.3354,28.86,79,20,2.06,MY,1676647075
335,la ronge,55.1001,-105.2842,-14.86,72,75,7.2,CA,1676647075
336,valley city,46.9233,-98.0032,-13.71,92,0,11.32,US,1676647076
337,dzhebariki-khaya,62.2167,135.8,-33.63,99,94,0.44,RU,1676647077
338,alamogordo,32.8995,-105.9603,-0.12,59,0,2.57,US,1676647077
339,inverell,-29.7833,151.1167,20.64,79,1,0.45,AU,1676647077
340,wanning,18.8003,110.3967,21.08,85,87,4.11,CN,1676647077
341,nanortalik,60.1432,-45.2371,0.19,75,100,11.04,GL,1676647078
342,simao,22.7886,100.9748,13.68,79,100,0.89,CN,1676647025
343,kochi,9.9399,76.2602,26.99,73,42,1.61,IN,1676647079
344,dongying,37.4564,118.4856,6.74,56,100,3.56,CN,1676647079
345,brisbane,-27.4679,153.0281,22.84,84,75,1.54,AU,1676647079
346,bambanglipuro,-7.95,110.2833,25.31,87,100,2.42,ID,1676647080
347,vestmanna,62.1564,-7.1664,3.51,65,20,8.75,FO,1676647081
348,belaya gora,68.5333,146.4167,-42.71,100,60,0.76,RU,1676647081
349,burnie,-41.0667,145.9167,16.64,77,100,4.79,AU,1676647081
350,namuac,18.6109,121.1657,21.48,88,92,5.86,PH,1676647082
351,tromso,69.6496,18.957,0.01,69,20,3.09,NO,1676647082
352,pochinok,54.4068,32.4407,-5.95,89,100,5.78,RU,1676646793
353,tuy hoa,13.0833,109.3,22.41,90,100,3.78,VN,1676646995
354,moree,-29.4667,149.85,25.9,40,0,5.41,AU,1676647082
355,hamilton,39.1834,-84.5333,-0.04,74,100,7.72,US,1676646818
356,omsukchan,62.5333,155.8,-35.38,98,100,2.2,RU,1676647083
357,jalu,29.0331,21.5482,16.94,34,10,4.47,LY,1676647084
358,san isidro,-12.1167,-77.05,25.77,73,20,2.57,PE,1676647085
359,palauig,15.435,119.9045,24.64,71,66,1.62,PH,1676647085
360,almaznyy,48.0448,40.045,-5.79,89,97,1.77,RU,1676647085
361,durg,21.1833,81.2833,25.1,26,0,2.96,IN,1676647085
362,pulandian,39.3953,121.9669,1.37,84,82,1.56,CN,1676647086
363,haines junction,60.7522,-137.5108,-22.03,77,100,0.51,CA,1676647086
364,maryborough,-25.5333,152.7,20.33,85,98,1.57,AU,1676647086
365,kirakira,-10.4544,161.9205,25.9,85,88,2.05,SB,1676647086
366,pazaric,43.7886,18.1608,13.12,28,0,1.03,BA,1676647086
367,mayor pablo lagerenza,-19.9309,-60.7718,24.71,72,100,4.88,PY,1676647087
368,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-20.34,91,23,2.03,RU,1676647087
369,katsuura,35.1333,140.3,8.49,65,0,1.95,JP,1676647087
370,patea,-39.7583,174.4833,12.04,92,6,1.44,NZ,1676647088
371,port hardy,50.6996,-127.4199,0.1,100,75,1.03,CA,1676647088
372,kamogawa,35.1,140.1,7.51,68,1,1.8,JP,1676646877
373,iqaluit,63.7506,-68.5145,-34.15,68,20,3.09,CA,1676647089
374,dingle,10.9995,122.6711,23.62,89,100,4.35,PH,1676647089
375,nyurba,63.2842,118.3319,-15.56,94,100,3.0,RU,1676647090
376,cravo norte,6.3017,-70.2041,31.09,41,54,6.28,CO,1676647090
377,uglekamensk,43.2172,133.2303,-7.7,95,76,0.96,RU,1676647090
378,atlantic city,39.3643,-74.4229,16.12,93,100,4.63,US,1676646790
379,lakselv,70.0513,24.9718,-2.1,100,100,1.54,NO,1676647090
380,sangin,32.0728,64.8359,19.0,26,100,1.35,AF,1676647091
381,faya,18.3851,42.4509,17.06,63,4,3.48,SA,1676647091
382,swan river,52.1058,-101.2676,-7.06,86,100,4.63,CA,1676647091
383,santiago de cuba,20.0247,-75.8219,28.06,61,20,2.06,CU,1676647091
384,utica,43.1009,-75.2327,5.96,92,100,1.79,US,1676647092
385,beyneu,45.3167,55.2,-3.97,82,88,2.58,KZ,1676647092
386,ormara,25.2088,64.6357,24.35,64,0,5.6,PK,1676647092
387,itaituba,-4.2761,-55.9836,24.27,97,100,1.25,BR,1676646903
388,mangalia,43.8,28.5833,9.81,56,65,1.34,RO,1676647093
389,padang,-0.9492,100.3543,25.03,83,100,1.62,ID,1676647080
390,hofgeismar,51.4833,9.4,14.73,67,100,11.32,DE,1676647093
391,ribeira grande,38.5167,-28.7,16.22,67,75,5.36,PT,1676647035
392,nisia floresta,-6.0911,-35.2086,30.45,50,10,5.68,BR,1676647094
393,kununurra,-15.7667,128.7333,27.99,89,100,3.09,AU,1676647094
394,irondequoit,43.2134,-77.5797,-1.33,92,100,6.69,US,1676647095
395,fukue,32.6881,128.8419,15.22,77,100,7.03,JP,1676647095
396,sandwick,60.0,-1.25,5.9,65,40,15.43,GB,1676647095
397,bambous virieux,-20.3428,57.7575,26.23,83,75,1.54,MU,1676647096
398,goundam,16.4145,-3.6708,32.07,8,70,7.93,ML,1676647096
399,gisors,49.2818,1.7801,15.25,79,100,6.12,FR,1676647096
400,chapais,49.7834,-74.8492,-24.12,86,100,2.75,CA,1676647096
401,muzaffarabad,34.37,73.4711,17.0,53,100,2.69,PK,1676647097
402,marsta,59.6216,17.8548,3.46,93,100,6.39,SE,1676647097
403,smithers,54.7804,-127.1743,-3.82,74,100,4.63,CA,1676647097
404,lompoc,34.6391,-120.4579,10.51,69,100,2.68,US,1676647098
405,talnakh,69.4865,88.3972,-23.23,97,99,2.75,RU,1676647098
406,leninskoye,41.7589,69.3864,3.9,97,100,1.61,KZ,1676647099
407,tandalti,13.0167,31.8667,28.97,13,0,7.19,SD,1676647100
408,shimoda,34.6667,138.95,7.84,60,0,1.6,JP,1676647100
409,broken hill,-31.95,141.4333,26.73,38,26,7.2,AU,1676647101
410,juegang,32.3174,121.1855,7.73,83,91,2.84,CN,1676647101
411,christchurch,-43.5333,172.6333,12.17,88,55,0.0,NZ,1676646936
412,gizo,-8.103,156.8419,27.84,79,100,3.84,SB,1676647102
413,cabra,37.4725,-4.4421,18.93,39,98,3.71,ES,1676647102
414,tinskoy,56.1525,96.9161,-7.78,90,100,6.85,RU,1676647102
415,bengkulu,-3.8004,102.2655,25.4,81,100,1.7,ID,1676647102
416,tual,-5.6667,132.75,27.29,81,100,3.67,ID,1676647103
417,yarmouth,41.7057,-70.2286,13.26,96,100,6.26,US,1676647103
418,trincomalee,8.5711,81.2335,26.3,74,47,6.05,LK,1676647103
419,rio claro,-22.4114,-47.5614,27.32,67,96,5.61,BR,1676647103
420,altus,34.6381,-99.334,-2.49,74,0,3.6,US,1676647104
421,hailar,49.2,119.7,-22.04,99,64,3.68,CN,1676647104
422,venado tuerto,-33.7456,-61.9688,18.76,24,5,10.8,AR,1676647104
423,leeton,-34.5667,146.4,29.38,27,30,5.62,AU,1676647104
424,saint-pierre,-21.3393,55.4781,26.82,69,40,5.66,RE,1676647105
425,pervomayskiy,53.2485,40.2871,-13.02,98,36,1.21,RU,1676647105
426,along,28.1667,94.7667,17.63,60,28,0.63,IN,1676647105
427,soyo,-6.1349,12.3689,28.68,74,77,4.62,AO,1676647105
428,dawlatabad,36.4141,64.9053,6.76,90,100,2.75,AF,1676647106
429,carthage,36.8611,10.3316,16.74,55,20,3.09,TN,1676647106
430,ponta delgada,37.7333,-25.6667,17.4,72,75,4.63,PT,1676647106
431,oktyabrskiy,54.4815,53.471,-10.85,98,100,1.33,RU,1676646978
432,barreiras,-12.1528,-44.99,30.95,48,52,3.35,BR,1676647106
433,lakhdenpokhya,61.5198,30.1992,-2.89,96,100,4.25,RU,1676647107
434,bowen,-20.0167,148.2333,24.49,77,100,4.24,AU,1676647107
435,goderich,43.7501,-81.7165,-5.61,79,99,2.06,CA,1676647107
436,ampanihy,-24.7,44.75,26.39,67,100,3.47,MG,1676647107
437,homer,59.6425,-151.5483,-1.06,93,100,7.15,US,1676646889
438,camacha,33.0833,-16.3333,15.68,77,40,9.26,PT,1676647109
439,sokolo,14.7328,-6.1219,34.0,8,90,6.02,ML,1676647109
440,margate,51.3813,1.3862,13.82,78,89,1.34,GB,1676647109
441,shikhazany,55.5605,47.393,-8.1,98,100,1.96,RU,1676647110
442,belebey,54.1167,54.1167,-8.5,96,100,1.69,RU,1676647110
443,gat,31.61,34.7642,16.33,28,2,5.16,IL,1676647111
444,toamasina,-18.1667,49.3833,27.0,83,20,1.54,MG,1676647111
445,araouane,18.9048,-3.5265,31.2,8,0,6.83,ML,1676647111
446,bandarbeyla,9.4942,50.8122,24.63,71,6,7.26,SO,1676647111
447,neka,36.6508,53.299,8.73,71,75,3.09,IR,1676647112
448,taoudenni,22.6783,-3.9836,32.51,7,0,7.71,ML,1676647112
449,ornskoldsvik,63.2909,18.7153,-0.47,100,100,4.63,SE,1676647112
450,phan thiet,10.9333,108.1,24.12,80,94,4.6,VN,1676647112
451,port augusta,-32.5,137.7667,20.94,72,12,6.08,AU,1676647112
452,namibe,-15.1961,12.1522,25.1,69,21,5.04,AO,1676647113
453,asfi,32.2994,-9.2372,16.23,80,100,7.24,MA,1676647113
454,batemans bay,-35.7167,150.1833,22.83,78,9,1.74,AU,1676647113
455,san rafael,-34.6177,-68.3301,13.71,14,3,4.57,AR,1676646900
456,oxford,51.7522,-1.256,14.71,82,40,7.72,GB,1676647098
457,albemarle,35.3501,-80.2001,18.31,94,100,5.66,US,1676647114
458,soe,-9.8607,124.284,19.83,96,100,1.22,ID,1676647115
459,clyde river,70.4692,-68.5914,-35.87,68,75,0.0,CA,1676647115
460,tolaga bay,-38.3667,178.3,15.44,86,100,3.59,NZ,1676647116
461,brae,60.3964,-1.353,5.61,67,83,14.32,GB,1676647116
462,itarema,-2.9248,-39.9167,29.93,62,91,5.17,BR,1676647117
463,fort nelson,58.8053,-122.7002,-18.92,84,100,1.03,CA,1676647117
464,qingdao,36.0986,120.3719,5.78,81,0,3.0,CN,1676647117
465,codrington,-38.2667,141.9667,14.15,84,0,1.82,AU,1676647117
466,sao filipe,14.8961,-24.4956,21.62,73,68,3.38,CV,1676647118
467,arica,-18.475,-70.3042,29.75,57,0,5.66,CL,1676647118
468,kloulklubed,7.0419,134.2556,26.28,79,81,7.02,PW,1676647119
469,dargaville,-35.9333,173.8833,14.57,92,6,0.72,NZ,1676647119
470,hofn,64.2539,-15.2082,1.01,47,0,6.69,IS,1676647120
471,banff,51.1762,-115.5698,-3.43,80,97,2.06,CA,1676647120
472,lai,9.3952,16.2989,35.12,10,52,3.15,TD,1676647120
473,porto velho,-8.7619,-63.9039,27.03,74,20,3.6,BR,1676646992
474,wenzhou,27.9994,120.6668,12.65,78,34,0.74,CN,1676647120
475,rantauprapat,2.1,99.8333,23.12,95,91,0.99,ID,1676647121
476,tczew,54.0924,18.7779,8.14,100,100,7.6,PL,1676646870
477,damaturu,11.747,11.9608,30.62,16,5,7.82,NG,1676646903
478,suratgarh,29.3167,73.9,22.54,27,2,1.4,IN,1676647121
479,bintulu,3.1667,113.0333,25.23,94,20,1.03,MY,1676647121
480,alexandria,31.2156,29.9553,15.43,60,22,5.94,EG,1676647122
481,ketchikan,55.3422,-131.6461,1.99,93,100,1.77,US,1676647123
482,port hedland,-20.3167,118.5667,31.03,74,43,4.12,AU,1676647123
483,harper,4.375,-7.7169,30.56,58,9,5.33,LR,1676647124
484,port moresby,-9.4431,147.1797,25.33,85,99,1.71,PG,1676646991
485,ayan,56.45,138.1667,-20.98,84,1,3.65,RU,1676647124
486,mirnyy,62.5353,113.9611,-16.48,94,100,3.13,RU,1676647124
487,petropavlivka,48.4564,36.4367,-1.27,94,99,4.58,UA,1676647125
488,bage,-31.3314,-54.1069,16.88,39,0,8.75,BR,1676647125
489,galesong,-5.3166,119.3661,25.01,84,91,3.9,ID,1676647125
490,xuanzhou,30.9525,118.7553,9.58,72,2,1.78,CN,1676647126
491,macia,-25.0269,33.0989,26.68,75,98,4.34,MZ,1676646998
492,belyy yar,53.6039,91.3903,-13.97,82,100,0.0,RU,1676647127
493,mawlaik,23.6333,94.4167,19.76,39,1,0.7,MM,1676647128
494,russell,32.3502,-85.1999,11.6,87,100,5.66,US,1676647129
495,trnava,48.3774,17.5872,11.58,83,100,4.25,SK,1676646429
496,dubrovnik,42.6481,18.0922,12.8,82,20,3.6,HR,1676647130
497,dukat,62.55,155.55,-36.51,99,100,2.1,RU,1676647130
498,huarmey,-10.0681,-78.1522,25.38,70,98,2.15,PE,1676647130
499,kapuskasing,49.4169,-82.4331,-19.95,77,0,1.54,CA,1676647131
500,ust-ilimsk,58.0006,102.6619,-10.04,93,100,4.09,RU,1676646841
501,paamiut,61.994,-49.6678,1.19,72,100,13.27,GL,1676647132
502,cap-aux-meules,47.3821,-61.8597,-3.97,86,100,6.17,CA,1676647132
503,camargo,27.6667,-105.1667,5.09,31,89,3.42,MX,1676647132
504,lumut,4.2323,100.6298,27.01,89,20,0.0,MY,1676647132
505,tortoli,39.9256,9.6572,14.9,63,20,1.54,IT,1676647133
506,yulara,-25.2406,130.9889,28.63,29,0,3.43,AU,1676647133
507,billings,45.7833,-108.5007,-0.13,43,75,9.26,US,1676647133
508,svetlogorsk,52.6333,29.7333,0.27,98,100,3.85,BY,1676647133
509,kang,-23.6752,22.7876,24.04,66,99,4.59,BW,1676647133
510,cabedelo,-6.9811,-34.8339,31.37,63,11,5.23,BR,1676647134
511,acarau,-2.8856,-40.12,29.6,64,82,5.34,BR,1676647134
512,wamba,8.9333,8.6,36.07,10,65,5.4,NG,1676647135
513,andros town,24.7,-77.7667,26.98,72,1,8.15,BS,1676647135
514,conde,-7.2597,-34.9075,30.7,62,75,6.17,BR,1676647135
515,winchester,51.0651,-1.3187,14.1,86,75,4.12,GB,1676646896
516,fairbanks,64.8378,-147.7164,-19.67,79,40,2.06,US,1676647136
517,algiers,36.7525,3.042,14.9,72,40,4.63,DZ,1676647082
518,kungurtug,50.5994,97.5228,-20.39,98,97,0.62,RU,1676647136
519,dalbandin,28.8947,64.4101,23.75,11,96,1.23,PK,1676647136
520,manadhoo,5.7667,73.3833,26.72,73,71,6.19,MV,1676647137
521,le port,-20.9373,55.2919,27.0,85,64,1.47,RE,1676647137
522,accra,5.556,-0.1969,30.71,50,4,5.59,GH,1676646892
523,amuntai,-2.4177,115.2494,24.03,93,50,1.24,ID,1676647137
524,venice,27.0998,-82.4543,26.82,84,0,4.63,US,1676646733
525,kedrovyy,56.1667,91.8167,-7.77,93,100,6.28,RU,1676647138
526,bar harbor,44.3876,-68.2039,6.17,83,100,1.54,US,1676647139
527,marsh harbour,26.5412,-77.0636,24.64,74,0,7.79,BS,1676647139
528,ossora,59.2353,163.0719,-25.57,87,99,2.69,RU,1676646997
529,kralendijk,12.15,-68.2667,28.99,61,75,8.23,BQ,1676647140
530,mbandaka,0.0487,18.2603,34.06,23,54,2.44,CD,1676647140
531,ust-maya,60.4167,134.5333,-33.53,100,94,0.75,RU,1676647140
532,kruisfontein,-34.0033,24.7314,21.05,97,100,3.44,ZA,1676647141
533,manicore,-5.8092,-61.3003,29.97,74,20,2.57,BR,1676647141
534,boende,-0.2167,20.8667,36.12,27,72,0.21,CD,1676647141
535,ruhengeri,-1.4998,29.635,20.61,57,100,0.59,RW,1676647141
536,batagay-alyta,67.8006,130.4114,-31.27,100,100,0.61,RU,1676647142
537,westport,41.1415,-73.3579,15.75,90,100,3.6,US,1676647143
538,hualmay,-11.0964,-77.6139,24.38,76,100,1.85,PE,1676647143
539,necochea,-38.5473,-58.7368,15.32,48,99,10.57,AR,1676646949
540,vilhena,-12.7406,-60.1458,24.12,88,75,6.17,BR,1676647145
541,san vicente de canete,-13.0751,-76.3835,25.03,75,88,2.72,PE,1676647145
542,virginia beach,36.8529,-75.978,22.02,84,100,6.69,US,1676647146
543,dobryanka,58.4619,56.4165,-9.94,98,97,1.62,RU,1676647146
544,ucluelet,48.9329,-125.5528,1.72,93,100,1.42,CA,1676647146
545,kufstein,47.5833,12.1667,13.4,59,88,0.89,AT,1676647147
546,balclutha,-46.2339,169.75,9.45,98,100,1.17,NZ,1676647147
547,cherskiy,68.75,161.3,-44.77,100,66,0.86,RU,1676647148
548,bayangol,50.6977,103.4656,-21.81,99,99,1.3,RU,1676647149
549,darnah,32.767,22.6367,14.38,62,78,5.71,LY,1676647149
550,california city,35.1258,-117.9859,7.54,22,0,5.66,US,1676647150
551,el alto,-4.2714,-81.2147,29.81,65,97,1.34,PE,1676647150
552,soc trang,9.6033,105.98,25.29,78,83,5.34,VN,1676647150
553,manaus,-3.1019,-60.025,28.28,74,75,5.66,BR,1676646903
554,srikakulam,18.3,83.9,23.17,76,0,2.7,IN,1676647150
555,kazachinskoye,57.6953,93.2761,-6.32,91,100,5.26,RU,1676647151
556,talakan,50.3167,130.3667,-15.63,99,100,2.06,RU,1676647151
557,constitucion,-35.3333,-72.4167,20.47,35,1,2.53,CL,1676647151
558,awjilah,29.1081,21.2869,17.0,33,10,4.6,LY,1676647151
559,kargasok,59.0556,80.8572,-10.96,90,28,4.56,RU,1676647151
560,benghazi,32.1167,20.0667,14.98,57,39,5.17,LY,1676646989
561,bulawayo,-20.15,28.5833,22.56,78,99,1.5,ZW,1676647152
562,rabo de peixe,37.8,-25.5833,16.73,72,75,4.63,PT,1676647152
563,aden,12.7794,45.0367,25.3,64,2,3.75,YE,1676646909
564,port charlotte,26.9762,-82.0906,26.7,89,20,4.12,US,1676647152
565,nemuro,43.3236,145.575,-3.98,81,59,2.41,JP,1676647153
566,mangrol,21.1167,70.1167,25.69,47,0,5.67,IN,1676647153
567,donskoye,45.4552,41.9741,-1.93,98,100,1.95,RU,1676647153
568,deputatskiy,69.3,139.9,-38.09,87,82,1.85,RU,1676647153
569,dwarka,22.2394,68.9678,23.62,65,0,5.08,IN,1676647154
570,sorland,67.667,12.6934,2.92,87,75,9.26,NO,1676647155
571,miracema do tocantins,-9.5618,-48.3967,30.41,62,22,1.7,BR,1676647155
572,san juan,-31.5375,-68.5364,15.05,19,11,9.29,AR,1676647063
573,kaili,-3.4626,120.2147,19.84,92,69,1.69,ID,1676647157
574,vardo,70.3705,31.1107,0.89,82,85,5.75,NO,1676647157
575,abilene,32.4487,-99.7331,0.99,57,0,1.54,US,1676647158
576,sao joao da barra,-21.6403,-41.0511,32.05,79,66,7.28,BR,1676647158
577,issa,53.8705,44.8578,-4.94,96,100,2.55,RU,1676647159
578,grand gaube,-20.0064,57.6608,26.32,68,65,0.45,MU,1676647159
579,sovetskiy,61.3614,63.5842,-14.51,100,77,2.16,RU,1676647159
580,juneau,58.3019,-134.4197,1.79,83,100,3.6,US,1676647160
581,hirado,33.3597,129.5531,11.88,74,100,6.97,JP,1676647160
582,nantucket,41.2835,-70.0995,11.08,98,100,5.14,US,1676647161
583,mareeba,-17.0,145.4333,22.47,96,100,1.98,AU,1676647161
584,saint-georges,12.0564,-61.7485,28.82,65,40,10.29,GD,1676647161
585,jiaonan,35.8786,119.9753,4.72,84,49,2.82,CN,1676647162
586,valparaiso,-33.0393,-71.6273,21.13,61,0,4.12,CL,1676647162
587,arvi,20.9833,78.2333,26.44,19,0,3.79,IN,1676647162
588,dzilam gonzalez,21.2833,-88.9333,26.38,69,7,1.98,MX,1676647162
589,key west,24.5557,-81.7826,27.0,80,75,4.12,US,1676646994
590,salym,60.0625,71.4789,-19.05,100,49,1.49,RU,1676647163
591,requena,39.4883,-1.1004,11.4,35,0,5.25,ES,1676647105
592,kilembe,0.2,30.0,27.01,27,16,2.21,UG,1676647164
